Nxtimesteps,Sum.of.wis,Variance.in.log.fitness
653,137.766861,0.068904647233119676
654,139.640651,0.072521766610185556
655,139.090320,0.067361271943235726
656,140.014410,0.063343876419684544
657,138.800873,0.065064783593423908
658,134.854720,0.064773821661857550
659,136.749319,0.064386385900361415
660,135.688958,0.056755461998326734
661,135.145380,0.061739551236282400
662,133.693149,0.062761976200967601
663,133.964539,0.059410053494057730
664,135.413465,0.064650823303336921
665,134.769222,0.060134072272508242
666,137.115391,0.061216258681133541
667,137.110944,0.057690640707095300
668,134.815732,0.056452840411434543
669,133.336729,0.063136436498253692
670,134.336945,0.064885080923852714
671,132.960940,0.069453581201211353
672,133.554899,0.074861533828989607
673,134.108215,0.075090271420689456
674,136.652897,0.068884241858354317
675,137.031121,0.063533261095668120
676,139.061468,0.065414909393397058
677,137.088727,0.061155092486803814
678,135.757137,0.060278480101638894
679,134.871922,0.072060399956726404
680,136.544762,0.072372972822967258
681,134.663779,0.060280121858626301
682,136.497930,0.063188321042216763
683,137.432860,0.067401369187272547
684,139.338843,0.071981108893614920
685,142.218637,0.073489883811232726
686,144.215734,0.063177116985822721
687,144.043446,0.061431346799795422
688,141.960090,0.066217957646481557
689,144.617643,0.059436324306062556
690,144.870243,0.055852338064489547
691,147.037513,0.055489318466444629
692,144.182764,0.059649128164550640
693,143.723563,0.061743243715935328
694,143.269075,0.056562286868305799
695,144.961637,0.062815532387112211
696,145.749520,0.068228499295191300
697,144.407478,0.064685745345490570
698,147.022115,0.065020901654124011
699,148.288551,0.064915474689494698
700,150.167277,0.063489719067571934
701,152.048917,0.062270985580748638
702,153.337691,0.060080554202195172
703,149.875422,0.054246962433719445
704,147.687988,0.057167231830426067
705,146.439305,0.054099838696906363
706,142.971721,0.053048927223112767
707,142.346841,0.063206521854971359
708,143.205334,0.058832150714983218
709,143.183090,0.057599137764018239
710,142.598235,0.052818984168867211
711,141.136296,0.055157116419826263
712,140.622180,0.055397796521613772
713,140.908305,0.058400921095310712
714,140.681791,0.063823787730547768
715,140.767469,0.060316456941284173
716,138.011158,0.063701487677693444
717,141.128500,0.066942165979612098
718,140.413416,0.063841208521681639
719,142.142066,0.063034504118015630
720,138.960188,0.061596016476086146
721,136.373391,0.062986195499654424
722,135.340595,0.063818852603059223
723,133.761742,0.065988918903719523
724,133.217897,0.067153076167004097
725,134.753026,0.065868598484887825
726,134.931912,0.064909886618595772
727,137.314271,0.064207596302482572
728,138.285861,0.069826911020398896
729,137.652179,0.063003153038375642
730,138.762452,0.059849580842110069
731,138.880793,0.066993175062584870
732,138.559424,0.069699985770920445
733,136.945964,0.069612304847287906
734,136.828010,0.061760027516249809
735,136.393531,0.062823776776889592
736,136.631577,0.056254976446890599
737,135.412334,0.061182834746396388
738,135.874846,0.064156039274898782
739,136.014650,0.066266501761181415
740,137.025059,0.068231455295274926
741,136.130942,0.064212541652121272
742,132.420434,0.063127601551366722
743,128.499813,0.062888440521886080
744,129.414699,0.064236782366693029
745,129.677462,0.063588891734687264
746,128.609709,0.064102950830395258
747,130.215346,0.068003183950081258
748,129.599712,0.070722925641827805
749,131.763677,0.067397291608850579
