Nxtimesteps,Sum.of.wis,Variance.in.log.fitness
1,793.935587,0.068313629841452284
2,648.537209,0.100153023740722616
3,535.829037,0.118303392893842396
4,451.491917,0.125264639140521439
5,381.863238,0.129534503316489386
6,323.673486,0.140058124380329996
7,273.082647,0.151191600686328725
8,234.683599,0.158876078018600209
9,200.169677,0.162789324879193148
10,174.542571,0.162973830518961832
11,151.316434,0.167033980915668012
12,133.009262,0.167828367509236548
13,117.255982,0.174307721699745205
14,106.141619,0.174439575452297324
15,91.954211,0.198105895789684211
16,81.966958,0.195869587672566792
17,72.290794,0.191964984711806230
18,63.153631,0.207541333353664287
19,57.428545,0.200891187496433116
20,50.764388,0.183113528986394020
21,44.989678,0.194363286066408902
22,39.671938,0.212598600930536619
23,36.266701,0.222623101778164273
24,32.490666,0.223881668815007095
25,29.088495,0.236411221454303544
26,27.293609,0.224941420985798946
27,24.972465,0.211418772975143887
28,22.969849,0.241811537834807466
29,21.510612,0.245077661658311213
30,20.350938,0.244845320335736832
31,18.165153,0.245881645167935120
32,16.601286,0.238243511224977222
33,15.266756,0.244316633456191729
34,14.162714,0.258236448012325315
35,13.179754,0.248616910358790910
36,11.941595,0.246926339630870711
37,11.209099,0.244114522054144467
38,10.574897,0.261926263512404611
39,9.559644,0.247847425717385716
40,9.312040,0.256782719996650532
41,8.611462,0.244695916791989487
42,8.348967,0.226453237656162154
43,7.704061,0.215949909553342034
44,7.102627,0.238866312265786945
45,6.570589,0.244152917348351262
46,6.257120,0.258319689075974690
47,5.695893,0.249932585478568919
48,5.296009,0.234738603072547458
49,4.777723,0.260533117330983721
50,4.628062,0.273337003232574316
51,4.284961,0.255880803085684672
52,4.133042,0.261915629903286318
53,4.043214,0.274594167745206397
54,3.934174,0.293638836748308263
55,3.824444,0.287337502944120415
56,3.570159,0.283566521735117316
57,3.408738,0.282794963278104938
58,3.368631,0.283390192603159730
59,3.151848,0.276815995621530753
60,2.968364,0.269390004475146105
61,2.947365,0.300274774956812374
62,2.826349,0.281077002365574424
63,2.723586,0.253515278699696367
64,2.549453,0.265354413142987411
65,2.487029,0.273304921410414403
66,2.362771,0.274852384161688279
67,2.223725,0.263391889038381066
68,2.103346,0.284002218339978463
69,2.025457,0.285470452101305117
70,1.920270,0.276935658295622500
71,1.802125,0.279524886055460609
72,1.675394,0.278652186643108257
73,1.574896,0.298096278749466703
74,1.443281,0.281566723195799784
75,1.449160,0.324941249676623189
76,1.426819,0.311392427000686089
77,1.402257,0.314621882699769650
78,1.406155,0.300147954877173329
79,1.354425,0.282881491292754750
80,1.297153,0.266270639582327218
81,1.249632,0.280694607116150685
82,1.201989,0.286950012393685894
83,1.168438,0.274785516977898381
84,1.083209,0.249665317702338740
85,1.008605,0.274684324687806847
86,0.928282,0.267837814267140650
87,0.893383,0.283800248966579183
88,0.897666,0.307963022999621139
89,0.885144,0.303385079857121653
90,0.837696,0.282195496106521615
91,0.799815,0.285255132683077339
92,0.726341,0.269760573871644149
93,0.685153,0.281589606927938663
94,0.646859,0.280156153262442920
95,0.627173,0.295239106869602419
96,0.605101,0.287919719286256426
97,0.609325,0.302311333694771700
98,0.595140,0.326650936753023646
99,0.584097,0.321306160451077127
100,0.572534,0.299848546004358452
101,0.530624,0.289572684423739402
