Burn-in phase called as ending in generation 552
Individual, Wi
802,0.260265
803,0.291935
804,0.406573
805,0.305384
806,0.338914
807,0.359463
808,0.344280
809,0.207681
810,0.299363
811,0.301375
812,0.435682
813,0.350863
814,0.388609
815,0.386352
816,0.324210
817,0.235804
818,0.252449
819,0.291467
820,0.302659
821,0.297169
822,0.331294
823,0.362635
824,0.449807
825,0.251098
826,0.299980
827,0.268799
828,0.254842
829,0.427549
830,0.296173
831,0.445953
832,0.535516
833,0.289633
834,0.444125
835,0.263223
836,0.275974
837,0.410373
838,0.403647
839,0.366016
840,0.400487
841,0.391388
842,0.229099
843,0.331502
844,0.403009
845,0.312581
846,0.412233
847,0.362794
848,0.263896
849,0.453077
850,0.308017
851,0.299200
852,0.203406
853,0.467335
854,0.201837
855,0.275948
856,0.456118
857,0.299569
858,0.375521
859,0.398409
860,0.356630
861,0.413957
862,0.210244
863,0.296527
864,0.403674
865,0.357859
866,0.343678
867,0.322225
868,0.388372
869,0.317926
870,0.372284
871,0.310793
872,0.380055
873,0.400002
874,0.318649
875,0.371231
876,0.326463
877,0.249982
878,0.369981
879,0.247575
880,0.394918
881,0.288406
882,0.332355
883,0.271247
884,0.449040
885,0.366928
886,0.317760
887,0.523909
888,0.315386
889,0.302699
890,0.330417
891,0.334426
892,0.325248
893,0.443384
894,0.389905
895,0.288897
896,0.269124
897,0.343564
898,0.284159
899,0.326246
900,0.279814
901,0.442059
902,0.361946
903,0.359731
904,0.285593
905,0.337564
906,0.315776
907,0.277037
908,0.231777
909,0.219040
910,0.237891
911,0.371284
912,0.336504
913,0.256214
914,0.387807
915,0.261858
916,0.472725
917,0.297451
918,0.379001
919,0.330980
920,0.325419
921,0.375264
922,0.326979
923,0.345666
924,0.323183
925,0.394007
926,0.514604
927,0.396979
928,0.353490
929,0.250684
930,0.320476
931,0.278977
932,0.405208
933,0.312290
934,0.380175
935,0.311958
936,0.312651
937,0.293553
938,0.255113
939,0.399606
940,0.356422
941,0.333626
942,0.352826
943,0.317990
944,0.393913
945,0.275107
946,0.425788
947,0.377964
948,0.318049
949,0.425072
950,0.367604
951,0.431719
952,0.344243
953,0.451307
954,0.326937
955,0.319541
956,0.334810
957,0.212735
958,0.323517
959,0.295055
960,0.313952
961,0.426284
962,0.349117
963,0.351545
964,0.308436
965,0.257704
966,0.371223
967,0.283106
968,0.348912
969,0.296897
970,0.341703
971,0.371982
972,0.406844
973,0.333640
974,0.293523
975,0.335950
976,0.175406
977,0.242819
978,0.351580
979,0.397647
980,0.326926
981,0.278069
982,0.429316
983,0.411413
984,0.299593
985,0.291927
986,0.265932
987,0.361433
988,0.359718
989,0.348100
990,0.419324
991,0.403303
992,0.351399
993,0.348587
994,0.371868
995,0.368499
996,0.205377
997,0.426800
998,0.429086
999,0.462570
1000,0.374172
Slope of log(fitness) after the burn-in phase: -0.000025
